Aviso;Clase de aviso;Ubicac.técnica;Denominación;Descripción;Fecha de aviso;Hora del aviso;Código averia;TextoCódProblem;Falla de Equipo;Repercusión;Inicio avería;Hora in.avería;Fin de avería;Hora fin avería;Duración falla;Cód.parte obj.;TextoCódPartObj;Causas avería;Txt. cód. mot.;Status sistema;Status usuario;Orden;Fecha de cierre;Ce.emplazam.
10011413;M2;DAL-LD-ENVA-FL4200A;Llenadora A de producto;ruptura de teflón envasadora;28/06/2020;4:57:58;ZOT;Otro síntoma;;1;28/06/2020;4:57:58 a. m.;;12:00:00 a. m.;0,00;ZOT;Otro;DES;Deterioro esperado;METR ORAS;CREA;10028669;;CEGD
10011407;M2;DAL-OP-QANA-Z3250;Hiladora de queso mozzarella;falla en cabezal moldeador.;27/06/2020;5:54:41;PIN;Paro inesperado;X;;27/06/2020;1:00:41 a. m.;27/06/2020;2:00:00 a. m.;0,99;ZOT;Otro;CDE;Causa desconocida;METR ORAS;CREA;10028690;;CEGD
10011409;M2;DAL-QN-COAG-AM2420B;Motor liras agitación/corte tina coag. B;No actua bajo demanda;27/06/2020;16:28:00;NAS;No arranca bajo solicitud;X;2;27/06/2020;4:28:00 p. m.;30/06/2020;11:00:00 a. m.;66,53;TCO;Terminal / Conexión;CDE;Causa desconocida;METR ORAS;CREA;10028691;;CEGD
10011411;M2;DAL-QP-PPRE-FD1150B;Fundidora de queso 500lb (Cocina);bajo nivel de aceite;27/06/2020;18:09:00;ZOT;Otro síntoma;X;2;27/06/2020;6:09:00 p. m.;27/06/2020;9:00:00 p. m.;2,85;CEN;Caja de engranajes;CDE;Causa desconocida;METR ORAS;CREA;10028671;;CEGD
10011408;M2;DAL-QN-COAG-PK2460;Empacadora de vacío;Reemplazar resistencia y cinta termica;27/06/2020;9:54:40;PMS;Problemas menores de servicio;;1;27/06/2020;9:54:40 a. m.;;12:00:00 a. m.;0,00;CTE;Cinta térmica;DES;Deterioro esperado;METR ORAS;CREA;10028679;;CEGD
10011401;M2;DAL-QN-COAG;Coagulación;Fuga en tuberia alimetacion bomba de vac;26/06/2020;2:12:52;FEX;Fuga externa;;;26/06/2020;2:12:52 a. m.;;12:00:00 a. m.;0,00;ZOT;Otro;DES;Deterioro esperado;METR ORAS;CREA;10028697;;CEGD
10011398;M2;DAL-QN-COAG;Coagulación;Limpieza y adecuacion de tablero torres;26/06/2020;1:37:51;DES;Deficiencia estructural;;;26/06/2020;1:37:51 a. m.;;12:00:00 a. m.;0,00;ZOT;Otro;MID;Material inadecuado;METR ORAS;CREA;10028694;;CEGD
10011400;M2;DAL-QN-COAG-NV2451A;Válvula descarga bomba de vacío (V08.1);fuga en valvula NV-2451A;26/06/2020;2:08:12;FEX;Fuga externa;;;26/06/2020;2:08:12 a. m.;;12:00:00 a. m.;0,00;ZOT;Otro;DSL;Desgaste sello de eje;METR ORAS;CREA;10028696;;CEGD
10011396;M2;DAL-SV-LIMP;Sistema de Limpieza;Fuga valvula de linea CIP NV76;26/06/2020;1:23:25;FEX;Fuga externa;;;26/06/2020;1:23:25 a. m.;;12:00:00 a. m.;0,00;ZOT;Otro;DSL;Desgaste sello de eje;METR ORAS;CREA;10028692;;CEGD
10011406;M2;DAL-LD-STER-HG4100A;Homogeneizador A de producto;fuga en homogeneizador;26/06/2020;15:29:40;FEX;Fuga externa;X;3;26/06/2020;7:00:00 a. m.;26/06/2020;2:00:00 p. m.;7,00;SEL;Sello;DES;Deterioro esperado;METR ORAS;CREA;10028670;;CEGD
10011403;M2;COL-P1-EVAP;Evaporación;Fuga de producto en la tuberia de salida;26/06/2020;7:50:24;ZOT;Otro síntoma;;1;26/06/2020;7:50:24 a. m.;27/06/2020;10:00:00 a. m.;0,00;ZOT;Otro;CDE;Causa desconocida;METR ORAS;CREA;10028652;;CEGS
10011405;M2;COL-AX-AUTO-X8008;Montacarga almacén de producto terminado;Completar nivel de aceite-Montacargas 8;26/06/2020;8:28:13;BNA;Bajo nivel de aceite;;2;26/06/2020;8:28:13 a. m.;26/06/2020;10:00:00 a. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10028651;;CEGS
10011393;M2;DAL-OP-QANA-FD3230A;Fundidora A para quesos análogos;servicio a gatos neumaticos de fundidora;25/06/2020;15:26:35;PMS;Problemas menores de servicio;;;25/06/2020;3:26:35 p. m.;;12:00:00 a. m.;0,00;ZOT;Otro;DES;Deterioro esperado;METR ORAS;CREA;10028650;;CEGD
10011392;M2;DAL-OP-QANA-FD3230A;Fundidora A para quesos análogos;Fabricar soporte tuberia de aire;25/06/2020;15:20:05;DES;Deficiencia estructural;;;25/06/2020;3:20:05 p. m.;;12:00:00 a. m.;0,00;ZOT;Otro;OFD;Operación fuera de diseño;METR ORAS;CREA;10028678;;CEGD
10011394;M2;DAL-QN-COAG-NV2452A;Válv. divisora CIP/línea vacío (V03.1);Valvula neumatica 75;25/06/2020;15:29:23;FEX;Fuga externa;;;25/06/2020;3:29:23 p. m.;;12:00:00 a. m.;0,00;ZOT;Otro;SIN;Sello incorrecto;METR ORAS;CREA;10028798;;CEGD
10011386;M2;COL-AX-EDIF-ED8007;Galpón producto terminado;TOMA ELECTRICA SULFATADA;25/06/2020;4:06:25;ZOT;Otro síntoma;;1;25/06/2020;4:06:25 a. m.;25/06/2020;9:00:00 a. m.;0,00;ZOT;Otro;DES;Deterioro esperado;METR ORAS;CREA;10028648;;CEGS
10011388;M3;COL-PC-FLEX-Z3120A;Agrupador enfardador A;Mal corte del fardo ajustar cuchilla;25/06/2020;14:28:59;MCO;Mal corte;X;2;23/06/2020;11:00:00 a. m.;23/06/2020;12:00:00 p. m.;1,00;ZOT;Otro;CCO;Causas combinadas;MEAB;CREA;;;CEGS
10011384;M2;DAL-QN-COAG-P2450A;Bomba de vacío de torre Z2450A;Fuga bomba de vacio torre A;24/06/2020;17:46:05;FEX;Fuga externa;;;24/06/2020;5:46:05 p. m.;;12:00:00 a. m.;0,00;ZOT;Otro;ZOT;Otra;METR ORAS;CREA;10028676;;CEGD
10011381;M2;DAL-QP-ENVA-TP1220;Tapadora de vasos;CAJA REDUCTORA;24/06/2020;6:20:52;ZOT;Otro;X;3;23/06/2020;11:00:52 p. m.;24/06/2020;12:00:00 p. m.;12,99;ZOT;Otro;ZOT;Otro;METR ORAS;CREA RTEM;10028667;;CEGD
10011382;M2;DAL-LD-ENVA-FL4200A;Llenadora A de producto;falla en llenado de peróxido;24/06/2020;8:35:54;PDL;Problemas de llenado;;2;21/06/2020;8:35:54 a. m.;;12:00:00 a. m.;0,00;ZOT;Otro;;;METR ORAS;CREA;10028675;;CEGD
10011383;M2;COL-P1-EDIL;Estandarización y Dilución;Tuberia de A/I con fuga;24/06/2020;11:46:29;FEX;Fuga externa;;1;24/06/2020;11:46:29 a. m.;24/06/2020;1:00:00 p. m.;0,00;ZOT;Otro;CDE;Causa desconocida;METR ORAS;CREA;10028646;;CEGS
10011385;M2;COL-P1-RALM-LV1130B;Válvula entrada amoníaco a silo 2 leche;Fuga de aminiaco SILO 2;24/06/2020;17:40:38;FEX;Fuga externa;;1;24/06/2020;7:30:00 a. m.;17/07/2020;12:00:00 p. m.;0,00;VSO;Eliminado (No Usar);CCO;Causas combinadas;METR ORAS;CREA;10028647;;CEGS
10011379;M2;COL-AX-EDIF-ED8008;Edificio de llenaje;Reparacion del ventilador .;23/06/2020;11:12:29;ZOT;Otro síntoma;;2;23/06/2020;11:12:29 a. m.;23/06/2020;3:00:00 p. m.;0,00;ZOT;Otro;CDE;Causa desconocida;METR ORAS;CREA;10028649;;CEGS
10011377;M2;COL-AX-AUTO-X8006;Montacarga materia prima;Completar nivel de aceite-Montacargas  6;23/06/2020;10:09:58;BNA;Bajo nivel de aceite;;2;23/06/2020;10:09:58 a. m.;23/06/2020;11:30:00 a. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10028589;;CEGS
10011378;M2;COL-AX-AUTO-X8006;Montacarga materia prima;Inst.de bomba de agua-Montacarga # 6;23/06/2020;10:12:16;DES;Deficiencia estructural;;2;23/06/2020;10:12:16 a. m.;24/06/2020;12:00:00 p. m.;0,00;ZOT;Otro;DES;Deterioro esperado;METR ORAS;CREA;10028590;;CEGS
10011376;M3;COL-AX-EDIF-ED8005;Galpón mezclas en seco;Revision de toma corriente area de mezcl;23/06/2020;8:45:17;ZOT;Otro síntoma;;1;23/06/2020;7:00:00 a. m.;23/06/2020;8:00:00 a. m.;0,00;ZOT;Otro;CDE;Causa desconocida;METR;CREA;;;CEGS
10011376;M3;COL-AX-EDIF-ED8005;Galpón mezclas en seco;Revision de toma corriente area de mezcl;23/06/2020;8:45:17;ZOT;Otro síntoma;;1;23/06/2020;7:00:00 a. m.;23/06/2020;8:00:00 a. m.;0,00;ZOT;Otro;CDE;Causa desconocida;METR;CREA;;;CEGS
10011361;M2;DAL-QP-PPRE-P1151B;Bomba trans. tolva D1150B a hom. HG1160B;Averia de bomba positiva;22/06/2020;7:07:43;OBS;Obstrucción;X;1;21/06/2020;12:07:43 p. m.;21/06/2020;2:00:00 p. m.;1,87;PIS;Pistón;EOP;Error operacional;METR ORAS;CREA;10028570;;CEGD
10011371;M2;DAL-QN-COAG-A2420D;Liras agitación/corte tina coag. Q2420D;Falla en el cardan;22/06/2020;12:59:12;PIN;Paro inesperado;X;2;22/06/2020;12:59:12 p. m.;30/07/2020;5:00:00 p. m.;916,01;EJE;Eje;CDE;Causa desconocida;METR ORAS;CREA;10028586;;CEGD
10011364;M2;COL-AX-AACO-AA8024;Split microbiología;Split microbiología;22/06/2020;8:23:20;NEN;No enfría;;2;22/06/2020;8:23:20 a. m.;22/06/2020;11:23:20 a. m.;0,00;;;;;METR ORAS;CREA;10028588;;CEGS
10011362;M2;COL-AX-AUTO-X8007;Montacarga llenaje/embalaje;Montacarga llenaje/embalaje;22/06/2020;7:50:28;VIB;Vibración anormal;;2;22/06/2020;7:50:28 a. m.;22/06/2020;2:00:00 p. m.;0,00;ZOT;Otro;CDE;Causa desconocida;METR ORAS;CREA;10028587;;CEGS
10011372;M3;COL-PC-FLEX;Llenaje de flexibles;Cambio de formato en Raumak.;22/06/2020;14:22:40;PMS;Problemas menores de servicio;;1;22/06/2020;7:00:00 a. m.;22/06/2020;8:00:00 a. m.;0,00;ZOT;Otro;DES;Deterioro esperado;METR;CREA;;;CEGS
10011372;M3;COL-PC-FLEX;Llenaje de flexibles;Cambio de formato en Raumak.;22/06/2020;14:22:40;PMS;Problemas menores de servicio;;1;22/06/2020;7:00:00 a. m.;22/06/2020;8:00:00 a. m.;0,00;ZOT;Otro;DES;Deterioro esperado;METR;CREA;;;CEGS
10011372;M3;COL-PC-FLEX;Llenaje de flexibles;Cambio de formato en Raumak.;22/06/2020;14:22:40;PMS;Problemas menores de servicio;;1;22/06/2020;7:00:00 a. m.;22/06/2020;8:00:00 a. m.;0,00;ZOT;Otro;OFD;Operación fuera de diseño;METR;CREA;;;CEGS
10011372;M3;COL-PC-FLEX;Llenaje de flexibles;Cambio de formato en Raumak.;22/06/2020;14:22:40;PMS;Problemas menores de servicio;;1;22/06/2020;7:00:00 a. m.;22/06/2020;8:00:00 a. m.;0,00;ZOT;Otro;OFD;Operación fuera de diseño;METR;CREA;;;CEGS
10011368;M3;COL-PC-FLEX-FL3110A;Llenadora y formadora A de empaques;Tapa de cierre partida reparar;22/06/2020;12:19:08;FEX;Fuga externa;X;3;19/06/2020;2:21:05 p. m.;19/06/2020;3:00:00 p. m.;0,65;BQS;Boquilla de salida;CCO;Causas combinadas;METR;CREA;;;CEGS
10011370;M3;COL-PC-FLEX-Z3111A;Rechazador A de producto no conforme;No pesa los sobres;22/06/2020;12:26:13;NHS;No hay salida;X;3;20/06/2020;1:35:00 p. m.;20/06/2020;2:00:00 p. m.;0,42;CCA;Celda de carga;CCO;Causas combinadas;METR;CREA;;;CEGS
10011369;M3;COL-PC-FLEX-Z3111B;Rechazador B de producto no conforme;No pesa los sobres;22/06/2020;12:23:42;NHS;No hay salida;X;3;20/06/2020;12:45:30 p. m.;20/06/2020;1:30:00 p. m.;0,74;CCA;Celda de carga;CCO;Causas combinadas;METR;CREA;;;CEGS
10011373;M3;COL-SV-ELAB-LB9902;Crioscopio;Calibrar equipo;22/06/2020;14:43:43;PME;Problema de medición;;1;22/06/2020;10:00:00 a. m.;22/06/2020;10:30:00 a. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR;CREA;;;CEGS
10011359;M2;DAL-QN-RALM-NV2170A1;Válvula de carga de silo 7 crema S2170A;Atascamiento;21/06/2020;5:08:31;FAD;Falla para abrir en demanda;;2;21/06/2020;5:08:31 a. m.;;12:00:00 a. m.;0,00;CVA;Cuerpo de la válvula;CDE;Causa desconocida;METR ORAS;CREA;10028680;;CEGD
10011355;M2;DAL-QN-COAG-LT2420B;Transmisor nivel tina coagulación Q2420B;Trasmisores de nivel de las Tinas;20/06/2020;16:17:12;NHS;No hay salida;;;20/06/2020;4:17:12 p. m.;;12:00:00 a. m.;0,00;ZOT;Otro;CDE;Causa desconocida;METR ORAS;CREA;10028582;;CEGD
10011358;M2;DAL-QN-COAG-PLC2402;PLC Tablero auxiliar 7;Falla comunicacion;20/06/2020;20:32:17;NHS;No hay salida;X;1;20/06/2020;12:00:00 p. m.;20/06/2020;1:00:00 p. m.;1,00;SOF;Software;SPR;Sobrecarga de producto;METR ORAS;CREA;10028583;;CEGD
10011348;M2;DAL-QN-PAST-MV2300B4;Válv. modulad. vapor (suero) (TV7);Fuga en moduladora de vapor;20/06/2020;4:28:09;FEX;Fuga externa;;;20/06/2020;4:28:09 a. m.;;12:00:00 a. m.;0,00;SEL;Sello;DSL;Desgaste sello de eje;METR ORAS;CREA;10028585;;CEGD
10011350;M2;DAL-QN-COAG-T2470;Tanque de balance agua caliente;Racor averiado;20/06/2020;9:03:57;FEX;Fuga externa;;2;20/06/2020;9:03:57 a. m.;30/06/2020;9:00:00 a. m.;0,00;ZOT;Otro;CDE;Causa desconocida;METR ORAS;CREA;10028581;;CEGD
10011354;M2;DAL-QN-COAG-PLC2404;PLC Tina de coagulación Q2420B;Error de programacion tina 2;20/06/2020;16:04:56;FFD;Falla de la función bajo demanda;X;1;20/06/2020;4:04:56 p. m.;23/06/2020;11:00:00 a. m.;66,92;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10028580;;CEGD
10011352;M2;COL-PC-FLEX-FL3110A;Llenadora y formadora A de empaques;Llenadora y formadora A de empaques;20/06/2020;12:40:26;PSI;Problema de sincronización;X;3;20/06/2020;12:40:26 p. m.;20/06/2020;1:30:00 p. m.;0,83;CMO;Control y monitoreo;CCO;Causas combinadas;METR ORAS;CREA;10028578;;CEGS
10011351;M2;COL-PC-FLEX-Z3111B;Rechazador B de producto no conforme;Correas rotas deterioradas;20/06/2020;12:37:19;PMS;Problemas menores de servicio;;1;20/06/2020;12:37:19 p. m.;02/07/2020;10:00:00 a. m.;0,00;ZOT;Otro;DES;Deterioro esperado;METR ORAS;CREA;10028653;;CEGS
10011343;M2;DAL-OP-QANA-P3231;Bomba descarga tolva fundidoras HP3230;reductor presenta corrosion;19/06/2020;16:51:15;DES;Deficiencia estructural;;;19/06/2020;4:51:15 p. m.;;12:00:00 a. m.;0,00;CAR;Carcasa;DES;Deterioro esperado;METR ORAS;CREA;10028574;;CEGD
10011328;M2;DAL-QN-COAG-Q2440C;Tina terminadora 3 (TT3);FUGA DE VAPOR EN TINA;19/06/2020;6:09:48;FEX;Fuga externa;;;19/06/2020;6:09:48 a. m.;;12:00:00 a. m.;0,00;ZOT;Otro;ZOT;Otra;METR ORAS;CREA;10028568;;CEGD
10011327;M2;DAL-QN-COAG-Z2450B;Torre B formadora bloques queso (T02);Falla en Pushout.;19/06/2020;6:05:41;NAS;No arranca bajo solicitud;X;;22/06/2020;8:00:00 a. m.;22/06/2020;10:00:00 a. m.;2,00;ZOT;Otro;ZOT;Otra;METR ORAS;CREA;10028571;;CEGD
10011340;M2;DAL-QP-EMPA;Empacado;ACONDICIONAMIENTO EN BRACKER CCM;19/06/2020;13:11:50;SCA;Sobrecalentamiento;X;;19/06/2020;1:00:00 p. m.;19/06/2020;4:00:00 p. m.;3,00;ZOT;Otro;MIN;Mantenimiento inadecuado;METR ORAS;CREA;10028566;;CEGD
10011344;M2;DAL-SV-LIMP;Sistema de Limpieza;Furnt de Alimentacion Asulfatada;19/06/2020;16:54:43;PMS;Problemas menores de servicio;;;19/06/2020;4:54:43 p. m.;;12:00:00 a. m.;0,00;ZNA;No aplica;CDE;Causa desconocida;METR ORAS;CREA;10028579;;CEGD
10011347;M2;DAL-QN-EMPA-PK2510;Empacadora de vacío;Reorganizacion y canalizacion neumatica;19/06/2020;17:11:16;PMS;Problemas menores de servicio;;;19/06/2020;5:11:16 p. m.;;12:00:00 a. m.;0,00;MGR;Manguera;MID;Material inadecuado;METR ORAS;CREA;10028575;;CEGD
10011342;M2;DAL-QN-EMPA-PK2510;Empacadora de vacío;Resistencia lisa;19/06/2020;14:29:19;PDS;Problemas de sellado;X;3;19/06/2020;10:29:19 a. m.;19/06/2020;12:00:00 p. m.;1,51;RSI;Resistencia;MID;Material inadecuado;METR ORAS;CREA;10028572;;CEGD
10011330;M2;DAL-SV-ELEC-GM9600;Motor de generador G9600;generador de 1500kva;19/06/2020;8:22:01;DPA;Desviación de parámetro;;;19/06/2020;8:22:01 a. m.;;12:00:00 a. m.;0,00;RLU;Reservorio de lubricante;CCO;Causas combinadas;METR ORAS;CREA;10028584;;CEGD
10011333;M2;COL-PC-FLEX;Llenaje de flexibles;Puerta averiada;19/06/2020;9:03:52;DES;Deficiencia estructural;;1;19/06/2020;9:03:52 a. m.;19/06/2020;3:00:00 p. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10028564;;CEGS
10011329;M2;COL-PC-FLEX-Z3120A;Agrupador enfardador A;Problema de sellado vertical RA;19/06/2020;8:03:12;CRO;Cinta rota / deteriorada;X;3;19/06/2020;7:30:00 a. m.;19/06/2020;8:00:00 a. m.;0,50;CTE;Cinta térmica;DES;Deterioro esperado;METR ORAS;CREA;10028563;;CEGS
10011339;M2;COL-PC-FLEX-CY3120A1;Transport. de salida de agrupador Z3120A;No transporta de forma adecuada los frd;19/06/2020;10:28:35;CFG;Cinta fuera de la guía;X;3;19/06/2020;10:28:35 a. m.;19/06/2020;12:00:00 p. m.;1,52;GUI;Guía;CDE;Causa desconocida;METR ORAS;CREA;10028577;;CEGS
10011338;M3;COL-P1-EVAP-NV1320;Válvula de entrada a tanque de balanceo;Valvula no cierra en demanda;19/06/2020;9:58:43;FCD;Falla para cerrar en demanda;X;1;19/06/2020;9:00:00 a. m.;19/06/2020;10:00:00 a. m.;1,00;POS;Eliminado (No Usar);EOP;Error operacional;METR;CREA;;;CEGS
10011337;M3;COL-PC-FLEX;Llenaje de flexibles;Cambio de formato en Raumak.;19/06/2020;9:20:31;PMS;Problemas menores de servicio;;1;18/06/2020;7:00:00 a. m.;18/06/2020;8:00:00 a. m.;0,00;ZOT;Otro;OFD;Operación fuera de diseño;METR;CREA;;;CEGS
10011336;M3;COL-P1-SECA-BLM1430;Motor de ventilador BL1430;Desarmar tuberias del ciclon caliente;19/06/2020;9:16:08;PMS;Problemas menores de servicio;;1;18/06/2020;9:00:00 a. m.;18/06/2020;10:00:00 a. m.;0,00;CNX;Conexión;DES;Deterioro esperado;METR;CREA;;;CEGS
10011315;M2;DAL-QN-PAST-PM2300B1;Motor de bomba tanq. balance suero (P1);Reparar cajera mator paster suero;18/06/2020;6:10:37;DES;Deficiencia estructural;;;18/06/2020;6:10:37 a. m.;;12:00:00 a. m.;0,00;TCO;Terminal / Conexión;DES;Deterioro esperado;METR ORAS;CREA;10028569;;CEGD
10011314;M2;DAL-QP-EMPA-Z1350;Agrupador de vasos;FALLA EN ELECTROVALVULA GARPER;18/06/2020;3:14:09;TRA;Trancamiento;X;2;18/06/2020;2:35:00 a. m.;18/06/2020;3:20:00 a. m.;0,75;EVL;Electro válvula;ZOT;Otra;MEAB METR ORAS;CREA;10028526;;CEGD
10011316;M2;COL-P1-SECA;Secado y Empacado;Fugas de aire y perdida de vacio;18/06/2020;10:06:18;FEX;Fuga externa;;1;18/06/2020;10:06:18 a. m.;18/06/2020;5:00:00 p. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10028555;;CEGS
10011321;M2;COL-AX-AUTO-X8007;Montacarga llenaje/embalaje;Completar nivel de aceite-Montacargas 7;18/06/2020;11:22:16;BNA;Bajo nivel de aceite;;2;18/06/2020;11:22:16 a. m.;18/06/2020;1:22:16 p. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10028557;;CEGS
10011322;M2;COL-AX-AUTO-X8008;Montacarga almacén de producto terminado;Completar nivel de aceite-Montacargas 8;18/06/2020;11:24:59;BNA;Bajo nivel de aceite;;2;18/06/2020;11:24:59 a. m.;18/06/2020;1:24:59 p. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10028558;;CEGS
10011323;M2;COL-AX-EDIF-ED8010;Edificio de producción;Edificio de producción;18/06/2020;11:31:09;FIL;Falla de iluminación;;1;18/06/2020;11:31:09 a. m.;18/06/2020;5:00:00 p. m.;0,00;ZOT;Otro;DES;Deterioro esperado;METR ORAS;CREA;10028562;;CEGS
10011319;M3;COL-PC-FLEX;Llenaje de flexibles;Instalar transportador de salida de Raum;18/06/2020;10:33:41;PMS;Problemas menores de servicio;;1;16/06/2020;7:00:00 a. m.;16/06/2020;8:00:00 a. m.;0,00;ZOT;Otro;OFD;Operación fuera de diseño;METR;CREA;;;CEGS
10011317;M3;COL-PC-FLEX-FL3110A;Llenadora y formadora A de empaques;Graduación de las correas de arrastre;18/06/2020;10:13:47;PSI;Problema de sincronización;X;2;15/06/2020;6:20:00 p. m.;15/06/2020;7:30:00 p. m.;1,17;COR;Correa;CCO;Causas combinadas;METR;CREA;;;CEGS
10011318;M3;COL-PC-FLEX-FL3110B;Llenadora y formadora B de empaques;Calibrar sensor de apertura y cierre de;18/06/2020;10:21:31;PDS;Problemas de sellado;X;2;15/06/2020;6:30:00 p. m.;15/06/2020;7:00:00 p. m.;0,50;ZOT;Otro;CDE;Causa desconocida;METR;CREA;;;CEGS
10011306;M2;DAL-QN-COAG;Coagulación;FUGA DE AGUA EN TUBERIA CAUSA CORTO CIRC;17/06/2020;5:51:49;ZOT;Otro síntoma;;;17/06/2020;5:51:49 a. m.;;12:00:00 a. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10028565;;CEGD
10011313;M2;DAL-QN-COAG-A2420E;Liras agitación/corte tina coag. Q2420E;fuga de aceite en reductor;17/06/2020;16:21:13;FEX;Fuga externa;;;17/06/2020;4:21:13 p. m.;;12:00:00 a. m.;0,00;;;;;METR ORAS;CREA;10028553;;CEGD
10011311;M2;DAL-QN-EMPA-PK2510;Empacadora de vacío;resistencia rota;17/06/2020;16:06:01;PIN;Paro inesperado;X;;17/06/2020;4:06:01 p. m.;17/06/2020;4:40:00 p. m.;0,57;RSI;Resistencia;DES;Deterioro esperado;MEAB METR ORAS;CREA;10028527;;CEGD
10011312;M2;DAL-QN-COAG-A2420B;Liras agitación/corte tina coag. Q2420B;fuga en reductor;17/06/2020;16:16:57;FEX;Fuga externa;;;17/06/2020;4:16:57 p. m.;;12:00:00 a. m.;0,00;SEL;Sello;;;METR ORAS;CREA;10028554;;CEGD
10011309;M2;COL-AX-AUTO;Vehículos;Soldar varilla de medir aceite;17/06/2020;9:27:40;DES;Deficiencia estructural;;1;17/06/2020;9:27:40 a. m.;17/06/2020;10:00:00 a. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10028524;;CEGS
10011307;M2;COL-P1-RALM-S1130E;Silo 5 almacenamiento de leche;Silo 5;17/06/2020;8:41:06;FEX;Fuga externa;;1;17/06/2020;8:41:06 a. m.;24/07/2020;12:00:00 p. m.;0,00;CNX;Conexión;EOP;Error operacional;METR ORAS;CREA;10028560;;CEGS
10011310;M2;COL-AX-AACO-AA8033;Split oficina Capataces de Producción;Split oficina Capataces;17/06/2020;9:57:51;NEN;No enfría;;1;17/06/2020;9:57:51 a. m.;17/06/2020;12:57:51 p. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10028561;;CEGS
10011301;M2;DAL-LD-ENVA-FL4200A;Llenadora A de producto;FALLA EN ENVASADORA DE UHT;16/06/2020;5:54:28;TRA;Trancamiento;X;1;16/06/2020;7:00:00 a. m.;18/06/2020;7:00:00 a. m.;48,00;ROD;Rodamiento;DES;Deterioro esperado;METR ORAS;CREA;10028520;;CEGD
10011302;M2;DAL-QN-EMPA-Z2500A;Máquina A cortadora de bloques de queso;lira rota;16/06/2020;14:41:00;ZOT;Otro síntoma;;;16/06/2020;2:41:00 p. m.;;12:00:00 a. m.;0,00;ECO;Elemento de corte;DES;Deterioro esperado;METR ORAS;CREA;10028525;;CEGD
10011298;M2;DAL-QN-MEZC-HG2230;Homogeneizador para mezclas (M5);Falla Homogenizador;16/06/2020;6:17:05;APD;Alta presión de descarga;X;2;16/06/2020;6:17:05 a. m.;16/06/2020;5:00:00 p. m.;10,72;VAL;Válvula;EOP;Error operacional;METR ORAS;CREA;10027158;;CEGD
10011303;M2;COL-P2-EVAP-HG2160;Homogeneizador de materia prima;Homogeneizador;16/06/2020;14:38:33;BPD;Baja presión de descarga;;2;16/06/2020;2:38:33 p. m.;17/06/2020;3:00:00 p. m.;0,00;ROD;Rodamiento;DES;Deterioro esperado;METR ORAS;CREA;10028559;;CEGS
10011299;M2;COL-PC-FLEX-CY3100A;Transportador A de entrada de sacos;Base de transportador rota;16/06/2020;7:22:17;DES;Deficiencia estructural;;2;16/06/2020;7:22:17 a. m.;16/06/2020;10:00:00 a. m.;0,00;ESR;Estructura;CCO;Causas combinadas;METR ORAS;CREA;10028556;;CEGS
10011280;M2;DAL-QN-MEZC-HGM2230;Motor de homogeneizador HG2230;COMPLETAR ACEITE EN MOTOR DE HOMOGENIZAD;15/06/2020;8:12:43;BNA;Bajo nivel de aceite;;1;15/06/2020;8:12:43 a. m.;;12:00:00 a. m.;0,00;RLU;Reservorio de lubricante;DSL;Desgaste sello de eje;METR ORAS;CREA;10028489;;CEGD
10011289;M2;DAL-SV-ELEC-GM9601;Motor de generador G9601;reemplazo de filtros de aceite;15/06/2020;10:20:30;DPA;Desviación de parámetro;;1;15/06/2020;10:20:30 a. m.;;12:00:00 a. m.;0,00;FLU;Filtro de lubricante;DES;Deterioro esperado;METR ORAS;CREA;10028498;;CEGD
10011285;M2;DAL-SV-LIMP-NV97043;Vál. sum. L1 línea cuajada tina coag A-E;Realizar servicio y mantenimiento a válv;15/06/2020;9:07:47;FAD;Falla para abrir en demanda;X;;15/06/2020;9:07:47 a. m.;13/08/2020;3:00:00 p. m.;1.421,87;ZOT;Otro;ZOT;Otra;METR ORAS;CREA;10028514;;CEGD
10011281;M2;DAL-SV-LIMP-NV97070;Válvula retorno L2 desde ESF-205;Relaizar servicio y mantenimiento a valv;15/06/2020;8:14:43;FAD;Falla para abrir en demanda;X;;15/06/2020;8:14:43 a. m.;03/08/2020;10:00:00 a. m.;1.177,75;VSO;Eliminado (No Usar);DES;Deterioro esperado;METR ORAS;CREA;10028503;;CEGD
10011282;M2;DAL-SV-LIMP-NV97074;Válvula filtro de extracción tina Q2420B;Realizar servicio y mantenimiento;15/06/2020;8:36:55;FAD;Falla para abrir en demanda;X;;15/06/2020;8:36:55 a. m.;07/08/2020;8:30:00 a. m.;1.271,88;ACT;Actuador;DES;Deterioro esperado;METR ORAS;CREA;10028511;;CEGD
